Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Seychelles,SYC,,,,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.029312,0.032976,0.043968,0.047632,0.05496,0.058624,0.080608,0.084272,0.076944,0.12091,0.095264,0.098928,0.084272,0.098928,0.098928,0.15022,0.16488,0.20152,0.19786,0.2345,0.11358,0.1429,0.16488,0.16122,0.18686,0.18686,0.19419,0.4067,0.43235,0.50563,0.55693,0.63387,0.53861,0.5496,0.73646,0.68883,0.7328,0.6412,0.6925,0.74013,0.68883,0.59723,0.6416,0.66185,0.68096
Sierra Leone,SLE,0.71448,0.28946,0.3261,0.37006,0.30411,0.28213,0.30045,0.25282,0.38472,1.1065,0.87203,0.80242,0.67784,0.53861,0.52029,0.52395,0.45067,0.51296,0.71082,0.67784,0.60822,0.6925,0.55326,0.68883,0.61555,0.66318,0.67418,0.4983,0.458,0.37373,0.38838,0.46899,0.29312,0.28946,0.34808,0.35174,0.38472,0.39205,0.3664,0.35174,0.42502,0.56792,0.60822,0.65219,0.6412,0.54594,0.7328,0.6412,0.66318,0.65219,0.72547,0.89768,0.96481,0.99003,1.0138
Singapore,SGP,1.3923,2.0921,2.5758,3.3965,3.7006,2.5282,0.67418,3.0558,5.4154,7.1998,18.1954,16.5796,22.2222,21.2036,21.951,24.5232,30.0118,28.2861,33.1372,36.0941,31.4078,26.8278,29.726,34.9692,33.3754,33.39,34.9985,32.573,36.0757,41.8539,46.9029,47.3865,50.2261,54.5826,65.3145,47.0714,55.2604,69.1836,57.2463,50.0283,48.9657,49.5006,47.1923,31.1074,28.451,30.3343,30.7739,18.1808,23.827,23.8123,13.4689,22.376,23.6172,25.9122,26.5999
Slovakia,SVK,31.5923,34.2891,36.5405,38.4379,40.0032,38.9788,38.7592,38.6787,40.4671,42.9603,49.2543,51.6757,52.1583,52.3796,52.9958,55.4589,57.6271,59.3615,59.9131,58.3629,59.0588,58.4284,57.8662,57.9582,59.9211,59.1136,59.5315,59.0658,58.1282,56.2212,61.8055,53.3689,48.9028,46.3442,43.5784,44.5746,44.9536,44.1903,43.6522,42.8822,41.0327,43.3061,41.1144,41.9617,42.3046,41.9005,41.523,39.7241,40.3665,36.5212,37.4306,37.2335,35.2379,36.2989,32.0625
Slovenia,SVN,4.8769,5.1119,5.2457,5.8356,6.6115,6.8025,6.7407,6.8087,7.2822,7.5503,9.8667,10.6339,9.9668,11.9062,11.9583,12.4778,12.8787,12.5243,13.9958,15.2232,14.9694,16.2913,14.9668,16.1166,16.9961,17.3373,18.1066,17.9927,18.6214,18.5806,14.792,13.7803,13.691,14.0544,14.1888,15.0111,15.6781,15.9909,15.7307,15.1044,15.2135,16.125,16.2762,16.0348,16.3925,16.6937,16.8972,17.0343,18.003,16.0611,16.1364,16.1779,15.6748,15.832,15.2475
Solomon Islands,SLB,0.010992,0.014656,0.014656,0.014656,0.01832,0.025648,0.025648,0.032976,0.03664,0.03664,0.040304,0.047632,0.05496,0.065952,0.065952,0.058624,0.062288,0.080608,0.062288,0.10992,0.10259,0.13557,0.12091,0.1429,0.1429,0.15022,0.15389,0.16122,0.15755,0.16122,0.16122,0.16122,0.16122,0.15755,0.15389,0.16122,0.16122,0.16122,0.16122,0.16488,0.16488,0.17221,0.17221,0.17954,0.17954,0.17954,0.17954,0.19053,0.19053,0.19419,0.19786,0.19786,0.20486,0.20668,0.2143
Somalia,SOM,0.084272,0.087936,0.10626,0.10259,0.13557,0.1319,0.13923,0.22717,0.15389,0.16122,0.21618,0.18686,0.2345,0.26381,0.32976,0.50197,0.47998,0.79875,0.55693,0.48731,0.81341,0.2748,0.71814,0.93432,0.71448,0.85738,0.92333,0.99294,1.0076,0.9563,0.01832,0.003664,0.010992,0.010992,0.010992,0.010992,,,,,0.51662,0.50197,0.58624,0.59357,0.59357,0.59357,0.59357,0.60822,0.6009,0.59723,0.61189,0.57525,0.61798,0.63749,0.6559
South Africa,ZAF,97.8544,102.1303,105.6808,109.7368,119.56,128.1557,128.251,133.7763,137.9716,143.1635,149.6414,168.4304,171.5851,173.3915,176.5901,185.0503,192.9572,199.7869,201.934,218.7298,228.2672,257.1578,280.5195,291.9915,315.6902,323.9489,330.5844,328.7561,342.7745,340.8289,319.5338,332.3468,307.5708,320.8418,337.3005,353.1693,358.3465,371.024,371.9143,370.7308,368.3089,362.4465,347.4022,380.4991,424.4268,391.4984,422.1001,440.629,468.7062,477.4155,454.5778,476.8513,468.3902,469.2246,476.1424
South Korea,KOR,12.5419,14.4508,17.2648,21.0863,22.2002,24.9848,29.9898,35.1231,37.2116,42.4877,53.7399,58.569,60.2875,73.0345,75.625,81.7622,93.2305,105.6258,113.3129,133.1021,134.7583,139.6277,141.7895,150.7809,163.7771,178.1876,182.3023,192.5029,221.7783,235.6538,246.7411,261.2688,284.0479,321.6882,343.7565,374.4645,403.4504,429.6809,364.535,399.5372,447.1949,449.8256,465.2511,465.8336,481.882,462.5434,470.2707,495.2702,507.1745,508.446,566.2529,588.944,591.343,598.9232,599.4214
Spain,ESP,48.8888,53.6336,60.0053,58.7742,64.3582,71.0596,77.6658,86.4484,97.0777,96.8029,116.834,128.5771,144.9075,155.24,173.0104,181.4962,198.281,195.5037,200.3292,203.5792,214.8276,207.1186,209.7347,204.7004,198.7903,201.0693,190.3118,190.7222,198.8709,226.4865,227.508,237.18,245.8143,237.2533,249.4517,262.86,250.5432,263.3037,271.515,294.9018,308.0264,308.7864,328.8787,333.168,350.0713,365.4784,356.7121,363.744,333.1817,293.7323,280.3776,280.9227,276.6366,243.1738,240.8725
Sri Lanka,LKA,2.257,2.334,2.5611,2.5318,2.2717,2.6564,2.6601,2.9459,3.239,4.3162,3.5944,3.195,3.5394,3.686,2.9312,2.8946,2.803,2.9165,3.4478,3.8252,3.4075,4.0304,4.4957,4.8804,3.8802,3.9535,3.7006,4.0707,3.4881,3.4808,3.8655,4.1733,5.1809,5.038,5.5216,5.899,7.0569,7.6101,7.819,8.6104,10.2299,10.4351,11.047,11.0689,12.2891,12.0912,11.9666,12.344,12.1975,13.1648,13.3773,15.2203,15.8197,15.9646,16.4969
Sudan,SDN,1.3593,1.385,1.4839,1.6781,1.8576,2.4256,2.6417,3.184,3.1034,4.1806,4.8511,4.9794,5.3751,5.4227,5.6792,4.2356,3.7519,3.8032,3.4368,3.5687,3.7446,3.6384,3.8252,3.9058,3.5028,4.0707,4.2466,3.3489,4.8438,3.7556,5.5546,5.3824,4.7522,2.9056,4.4408,4.5983,4.2649,5.4154,4.6936,5.0893,5.529,6.3644,8.1121,9.0647,11.3731,10.6989,11.494,13.1025,13.9195,15.4144,15.7662,16.5649,18.013,18.4868,18.934
Suriname,SUR,0.43235,0.42869,0.49464,0.53128,0.60456,0.79509,1.0955,1.3337,1.4509,1.5206,1.6085,1.7148,1.7441,2.1068,1.6012,2.0189,1.9969,1.898,2.3926,2.2937,2.3706,2.0299,1.8723,1.374,1.5535,1.5975,1.7587,1.7587,1.876,1.854,1.81,2.0995,2.1105,2.1544,2.1618,2.1801,2.1288,2.1398,2.1618,2.1508,2.1251,2.2717,2.257,2.246,2.2973,2.3853,2.4476,2.4512,2.4512,2.4732,2.3926,1.9089,1.9193,1.897,1.9204
Swaziland,SWZ,0.032976,0.003664,,,0.010992,0.080608,0.20152,0.22717,0.27846,0.30411,0.3664,0.39938,0.38106,0.37006,0.31144,0.33709,0.33342,0.34075,0.43968,0.44701,0.46533,0.43602,0.43602,0.27114,0.33342,0.43968,0.458,0.43602,0.43602,0.43602,0.42502,0.3261,0.26381,0.1319,0.48365,0.45434,0.34075,1.2018,1.2128,1.2384,1.1871,1.1432,1.1248,1.0406,1.0296,1.0186,1.0149,1.0626,1.0955,1.0442,1.0369,1.0479,1.07,1.1687,1.2267
Sweden,SWE,49.1819,48.8118,51.285,55.3264,60.3827,62.5775,72.5325,68.9455,77.6218,86.3971,92.3035,84.5212,84.7117,87.2948,79.8239,80.7582,88.2364,85.7339,79.4685,84.8582,71.7008,69.3742,62.2404,58.2503,57.2866,62.343,61.9876,59.6682,57.3966,55.4876,57.1408,57.4385,57.2127,57.106,59.5625,58.9674,62.7279,57.629,58.2494,55.2887,54.1312,55.0638,55.9947,56.6095,55.771,53.1893,53.1554,52.0245,49.9779,46.5167,52.2791,48.4791,45.7103,45.1912,44.2677
Switzerland,CHE,19.5071,20.3718,24.1348,29.0812,28.1432,30.3452,31.5031,32.5363,35.9988,38.0653,40.2637,41.9088,42.9384,46.225,41.4472,39.0656,40.4506,41.0515,42.1836,39.879,40.5055,38.8274,36.5997,40.0365,39.1425,39.7947,42.2606,40.2197,40.6777,39.4356,44.6393,46.3686,46.2585,43.7177,42.9811,43.6835,44.3405,43.5141,44.8119,44.8938,43.9522,44.9043,43.8441,45.0254,45.6499,46.29,45.9107,43.9306,45.4473,44.2799,45.9234,41.8476,43.2508,45.278,40.6676
Syria,SYR,3.2207,3.0631,3.2023,3.609,4.3638,3.675,4.9134,4.6056,5.9577,7.2364,6.6538,8.8779,7.7604,7.8886,9.6583,11.1752,13.7473,14.6523,15.2093,22.5299,20.7859,26.6153,24.4682,27.938,33.0639,29.6271,31.3272,36.1967,36.9148,34.5369,37.4204,43.1583,44.4004,47.0787,48.493,43.9607,44.2135,40.9342,50.2408,52.3366,51.0065,48.7459,39.0363,54.2419,51.0688,50.5925,53.5457,66.4137,67.4872,61.9033,61.5259,57.6237,59.1574,60.5691,60.0856
Taiwan,TWN,11.8787,12.5345,14.1724,15.1177,16.9167,17.8547,19.4742,21.984,24.1568,26.3075,28.7514,31.4957,35.8962,40.271,39.3367,43.4844,56.1398,61.1778,71.0816,75.8228,83.5832,75.123,75.4528,83.2131,84.9388,84.8106,94.414,98.2721,113.1883,123.2276,125.8364,136.9676,147.5603,159.9776,167.4265,178.1583,186.7321,200.7652,198.2371,205.4698,217.4987,226.71,237.647,246.3637,260.4041,259.1767,266.8894,273.2538,257.2861,241.5858,260.3089,256.3261,256.0654,257.2445,259.4826
Tajikistan,TJK,3.0813,3.1776,3.3351,3.5766,3.8037,4.0351,4.2612,4.4558,4.5809,4.7708,5.0179,5.3259,5.6046,5.8424,6.066,6.3774,6.6235,6.8493,7.0849,7.1438,7.4254,7.2852,7.4229,7.5293,7.5971,8.1932,8.2156,8.5617,8.797,8.6127,8.0753,7.7834,7.2144,5.1662,2.3523,2.4476,2.8249,2.1508,2.4952,2.5172,2.235,2.29,1.8796,2.0738,2.5611,2.4402,2.6564,3.2866,2.9678,2.8359,2.8323,2.781,2.6507,2.5912,2.5544
Tanzania,TZA,0.82806,0.70349,0.76578,0.80242,1.0332,1.1615,1.3703,1.7587,1.6525,1.7954,1.766,2.4622,2.1654,3.184,2.3047,2.2827,2.7883,2.0115,2.2021,2.0702,1.8833,2.1215,2.1654,2.2167,2.3669,2.356,2.2973,2.3889,2.2863,2.2057,2.3706,2.4329,2.3596,2.6344,2.4439,3.5504,3.4588,2.8799,2.5538,2.5355,2.6491,3.1254,3.5871,3.8032,4.3602,5.4997,6.0236,5.976,6.3351,6.1848,6.8444,7.295,7.7879,7.8298,7.9247
Thailand,THA,3.7116,4.144,5.0307,5.5656,7.4746,7.4452,9.4714,12.1572,17.0852,14.5497,15.3632,19.2323,21.8191,24.4352,24.2264,24.3876,28.7551,32.1333,35.0388,36.706,40.1025,38.0177,37.8784,42.4181,45.9356,48.6323,49.6619,56.8983,66.9486,78.8273,95.755,105.1495,115.0936,130.6289,145.3509,167.4485,186.8127,192.9389,170.9256,182.6614,188.2014,201.967,215.7986,232.0081,252.1382,255.9597,263.9656,264.8449,264.5371,279.1748,297.8979,303.1227,325.3786,325.58,337.2577
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16122,0.16122,0.17587,0.17587,0.17954,0.1832,0.19053,0.1832,0.1832,0.1832,0.18969,0.19137,0.19842
Togo,TGO,0.065952,0.0916,0.087936,0.10626,0.1319,0.1319,0.17954,0.19786,0.19419,0.24182,0.2748,0.3151,0.39938,0.40304,0.37739,0.31144,0.32243,0.46166,0.35541,1.3813,0.71814,0.62654,0.7328,0.54594,0.60822,0.5496,0.70715,0.76578,0.79142,0.83539,0.7731,0.84272,0.83539,0.8647,0.83173,0.95264,1.0589,0.98562,1.1652,1.5352,1.3557,1.1615,1.2311,1.4619,1.396,1.3374,1.2201,1.4106,1.7294,1.6818,1.7184,2.0958,2.5258,2.5668,2.6055
Tonga,TON,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.010992,0.025648,0.01832,0.021984,0.025648,0.021984,0.032976,0.029312,0.029312,0.03664,0.040304,0.040304,0.047632,0.043968,0.047632,0.047632,0.047632,0.047632,0.05496,0.069616,0.069616,0.076944,0.095264,0.069616,0.084272,0.0916,0.095264,0.076944,0.098928,0.087936,0.10992,0.095264,0.087936,0.10259,0.11725,0.10992,0.11358,0.12824,0.11358,0.12091,0.1319,0.11725,0.10259,0.10623,0.10717,0.11112
Trinidad and Tobago,TTO,2.5795,4.5983,7.2327,1.308,3.7922,5.1919,4.0524,4.635,4.0377,3.9022,8.9915,8.0974,8.2367,9.3908,10.043,9.6143,15.9128,16.1619,15.3155,16.7115,16.924,17.2464,18.4116,16.2901,17.5212,20.7382,17.371,17.5066,15.8541,16.1289,16.946,21.0314,20.9691,16.8068,19.8369,20.9508,21.7642,19.214,19.302,22.7974,23.8746,25.124,27.2015,27.8794,30.7886,29.4879,46.3936,48.1633,46.5988,48.2915,50.8746,49.5336,46.9409,47.5573,46.6875
Tunisia,TUN,1.7257,1.766,1.7954,1.9456,2.7553,2.4622,2.8836,3.0851,3.5944,3.8545,3.7409,4.2099,4.7339,4.8255,5.3934,5.5436,5.8441,6.7528,7.4856,8.7643,9.4861,9.8268,9.5191,11.2961,11.5379,11.93,12.0546,11.7395,12.4539,13.2234,13.2564,15.4767,15.0114,16.488,15.9274,15.7222,16.7445,16.9313,17.9866,18.3163,19.9065,20.8005,20.8445,21.2292,22.2808,22.6435,22.9733,24.0908,24.8053,24.765,26.7216,25.6224,27.0909,26.6059,26.5819
Turkey,TUR,16.8068,17.349,21.6139,22.6508,26.3148,27.3664,31.5214,33.4963,36.2846,38.7761,42.605,47.6943,53.8132,59.4374,61.0862,65.6442,73.6611,81.5057,77.1932,75.515,75.7019,79.8092,86.9174,90.4678,95.7183,106.6297,116.7863,129.8009,126.2065,139.2027,141.56,148.5457,154.1746,162.7567,161.0139,174.0871,192.1995,205.3664,204.5025,203.847,225.6086,209.1545,218.1939,232.8043,243.5944,259.791,277.2609,308.6486,297.85,299.6712,326.8485,345.7343,357.4982,346.9534,372.8707
Turkmenistan,TKM,12.3658,12.7524,13.3842,14.3537,15.2652,16.1935,17.1012,17.8819,18.3843,19.146,20.138,21.374,22.4923,23.4467,24.3441,25.594,26.5814,27.4876,28.4331,28.6697,29.7998,29.2368,29.7896,30.2167,30.4886,32.8811,32.9709,34.3599,35.3042,34.5647,32.4077,31.2364,28.9529,28.4216,34.1705,34.5918,31.3382,30.1327,26.4687,34.7311,35.3356,39.1975,40.1171,42.0517,43.2059,45.4702,46.6464,55.9969,56.7883,50.2994,57.2207,62.1671,68.1625,61.9257,71.2508
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010992,0.010992,0.010992,0.014656,0.014656,0.014656,0.014656,0.098928,0.10259,0.10259,0.12091,0.1429,0.16488,0.17954,0.17954,0.19053,0.19053,0.18982,0.18744,0.18981
Uganda,UGA,0.42136,0.4067,0.42869,0.43235,0.49098,0.62654,0.7328,0.80974,0.98195,1.1761,1.4436,1.44,1.3813,1.1798,1.1945,1.1322,0.98928,0.80608,0.69982,0.67418,0.62654,0.52762,0.54594,0.61555,0.58258,0.61922,0.70349,0.76944,0.8647,0.80242,0.80242,0.82806,0.83906,0.83173,0.76211,0.99294,1.1139,1.1468,1.3484,1.407,1.5316,1.6195,1.6671,1.7074,1.8503,2.2827,2.6527,3.1254,3.1584,3.3745,3.5871,3.7959,4.0412,4.1589,4.2701
Ukraine,UKR,273.8371,282.3993,296.391,317.8601,338.0447,358.6015,378.7029,395.99,407.1155,423.9846,445.9507,473.3228,498.0879,519.2208,539.0956,566.7734,588.6382,608.7071,629.6438,634.8835,659.9099,647.4424,659.6839,669.1409,675.1633,728.1448,730.1335,760.8932,781.8035,765.428,718.8943,618.1649,542.1677,464.7787,402.933,360.3247,324.3681,309.6717,308.3694,302.4188,293.5089,298.8446,302.0673,317.829,319.131,320.5594,337.3156,340.4583,324.4969,274.5877,289.6644,305.4645,302.7489,288.2015,236.9836
United Arab Emirates,ARE,0.010992,0.010992,0.01832,0.021984,0.01832,0.021984,0.025648,0.916,1.2421,20.5074,15.2349,21.1669,23.4349,30.6054,31.3016,31.0451,39.6188,38.7541,44.7777,36.5777,36.8745,36.8269,36.8415,35.3136,46.3569,49.8854,47.196,47.654,48.3282,54.4434,51.9665,56.9642,58.0891,65.9264,73.0712,70.5833,41.0258,41.612,81.4287,78.3107,112.4701,101.3316,84.6347,106.7543,113.148,116.0535,123.7736,139.2906,158.8051,162.4691,167.4595,178.3379,185.7805,189.5788,198.2062
United Kingdom,GBR,583.8218,588.4567,592.8755,603.3289,607.8576,622.1106,618.0582,592.0328,606.4726,628.343,652.5291,660.3224,647.9564,659.4944,617.1019,603.1494,598.4228,604.2522,604.5893,644.3657,578.8167,560.3612,548.0721,545.2948,528.9021,559.3975,568.312,571.4008,569.9975,581.246,591.4993,598.3233,581.8281,568.1003,562.0611,553.7019,575.027,550.5252,555.4995,548.048,556.6672,567.9043,551.5531,562.2968,563.9621,561.1015,561.1284,554.2516,536.7337,487.4424,504.9975,464.0361,483.4236,471.2596,428.2128
United States of America,USA,2888.3312,2878.1489,2984.764,3116.679,3253.3316,3388.1484,3558.9641,3692.6855,3828.2205,4021.4562,4325.363,4353.2057,4561.2183,4766.2924,4594.7256,4402.7247,4609.3267,4738.413,4886.86,4897.786,4719.3456,4532.0895,4303.2251,4338.3262,4471.5309,4488.88,4491.7855,4684.5376,4888.5235,4951.0276,5100.6059,5050.4776,5156.7813,5267.7109,5354.4036,5416.6076,5604.9915,5678.0747,5716.14,5789.2249,5963.0633,5866.4602,5906.9069,5955.6114,6074.0408,6103.2939,6026.4939,6116.4414,5927.3154,5497.8032,5712.7566,5583.3793,5375.0029,5514.0457,5560.6275
Uruguay,URY,4.3162,4.1183,4.0084,4.3162,4.5544,5.518,5.4007,4.8804,4.8804,5.5913,5.7378,5.8038,6.0712,5.7708,5.6792,5.965,5.8917,5.6462,5.7378,6.2728,5.8331,5.3714,4.8695,3.8142,3.4478,3.2939,3.1767,3.5577,4.8035,4.8768,3.9901,4.5507,5.1662,4.4628,4.0634,4.5873,5.4374,5.551,5.6829,6.7198,5.3018,5.0856,4.6166,4.5947,5.6059,5.7708,6.6428,5.9943,8.2733,8.0681,6.4486,7.7677,7.7675,7.7015,7.7904
Uzbekistan,UZB,49.3801,50.9241,53.4472,57.3186,60.9585,64.6654,68.2902,71.4076,73.4138,76.4557,80.4168,85.3527,89.8185,93.6293,97.2133,102.2043,106.1472,109.7661,113.5416,114.4864,118.9993,116.7511,118.9586,120.6639,121.7499,131.3039,131.6625,137.2093,140.98,138.0271,129.4133,124.7363,115.6175,119.8678,112.3053,101.7676,104.1565,102.5627,118.3802,118.2226,120.9596,123.0994,127.9725,123.4768,120.2268,112.7852,117.4239,117.8929,120.9743,108.5387,105.4023,114.7675,113.3813,119.6904,120.8567
Vanuatu,VUT,,,0.040304,0.032976,0.062288,0.047632,0.076944,0.084272,0.062288,0.043968,0.040304,0.058624,0.062288,0.05496,0.062288,0.05496,0.043968,0.051296,0.058624,0.062288,0.062288,0.051296,0.051296,0.05496,0.05496,0.12091,0.058624,0.047632,0.065952,0.062288,0.069616,0.065952,0.065952,0.065952,0.065952,0.065952,0.084272,0.087936,0.084272,0.084272,0.080608,0.087936,0.084272,0.080608,0.05496,0.05496,0.047632,0.095264,0.0916,0.11725,0.11725,0.1429,0.14796,0.14927,0.15477
Venezuela,VEN,57.0228,51.8859,54.0623,56.1581,56.5575,60.7381,56.9825,65.7615,65.5819,68.9418,74.5001,62.5115,62.5262,66.4466,75.0717,63.7646,57.2976,63.6803,68.634,76.508,90.728,91.8931,93.3294,93.0253,93.1425,101.196,109.44,110.891,116.0022,108.7658,122.0625,115.3464,105.8859,124.2902,129.8595,133.2414,122.7037,133.8789,167.1993,172.9811,152.2978,172.4462,193.1588,191.946,151.609,164.9606,169.3757,162.2529,185.556,186.2008,197.3504,188.663,200.2723,209.5168,206.6716
Vietnam,VNM,7.4856,7.9802,9.3395,9.1124,11.7908,13.1538,19.1847,22.966,23.6035,27.0586,28.1762,24.5085,23.0392,25.0764,19.0675,21.7825,13.9122,15.2642,15.4071,16.2682,16.8068,17.7118,18.3676,19.302,17.5359,21.1486,23.0722,25.9484,23.1638,17.4956,21.3904,21.4344,21.46,22.9879,26.2086,29.0665,34.6395,45.0635,47.4744,47.654,53.6007,61.0899,70.7482,78.7027,90.4752,98.0633,102.6616,113.8368,127.3606,140.6536,153.0233,173.069,167.2682,174.6376,194.4534
Wallis and Futuna Islands,WLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014656,0.025648,0.025648,0.025648,0.029312,0.029312,0.029312,0.021984,0.029312,0.029312,0.025648,0.026556,0.026792,0.027779
Western Sahara,ESH,,,,,,,,,,,0.069616,0.076944,0.084272,0.0916,0.16122,0.19786,0.11725,0.16488,0.17221,0.17954,0.16122,0.16122,0.17954,0.17221,0.17954,0.17221,0.17954,0.1832,0.17954,0.18686,0.19786,0.19786,0.19786,0.20152,0.20152,0.20885,0.21251,0.21984,0.2235,0.2345,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.23816,0.2254,0.23892,0.24922,24.5482
Yemen,YEM,3.631,2.6637,3.8838,2.9165,3.631,3.9278,3.4625,3.0521,11.6369,4.6753,2.5098,1.9712,1.4949,2.7297,2.246,2.1691,2.5648,2.9788,3.1034,3.2207,3.3159,4.2283,5.943,6.3241,7.1668,8.6507,8.2623,8.6764,9.596,9.9881,6.5915,10.1016,14.3702,9.4238,11.3584,11.2412,14.9235,15.4621,12.1901,13.8829,14.6267,16.2388,15.7515,17.2904,18.8659,20.0274,20.7785,21.2805,22.0793,23.5375,25.6956,22.2771,24.4741,24.7713,3.4001
Zambia,ZMB,4.3561,3.7096,3.5833,3.445,3.2756,3.9132,3.4991,4.7888,4.569,4.2722,3.7666,3.7886,4.0634,4.5873,4.1989,4.078,4.0231,3.7409,3.4735,3.6017,3.5284,3.3636,3.5174,3.2683,2.8176,2.7517,2.8872,2.7004,3.14,2.6014,2.4439,2.4146,2.4549,2.4988,2.4182,2.1691,1.8686,2.3889,2.312,1.8064,1.821,1.9053,1.9676,2.0995,2.1251,2.2753,2.224,1.9126,2.1581,2.4842,2.6711,3.0448,3.1818,3.3072,11.9013
Zimbabwe,ZWE,5.9446,5.0623,4.8899,4.7013,4.4701,5.2102,6.0419,5.2945,6.379,6.7454,8.1561,8.735,8.2184,9.2736,9.0501,8.3136,10.8601,9.2919,9.2882,9.4421,9.629,9.4275,8.8046,10.4534,9.9148,10.2555,13.1171,15.2276,16.0886,16.1729,15.4914,15.8102,16.8874,16.1949,17.6312,15.1177,14.9821,14.3959,14.242,15.8212,13.8756,12.5529,11.9227,10.6183,9.8562,10.7062,10.2409,9.7243,7.6761,8.233,9.0208,9.8525,9.5031,11.1016,
